Episode,Gamma,Tolerances,Initial Policy,Average time,Average reward
100,0.85,0.005,2,2555.3289187042897,0.5977999999999999
500,0.85,0.005,2,2535.365967941897,0.5841999999999999
1000,0.85,0.005,2,2533.5223500482102,0.5840199999999999
5000,0.85,0.005,2,2534.2128245807694,0.5848359999999999
10000,0.85,0.005,2,2540.748550232335,0.5848579999999999
100,0.85,0.005,3,2570.5221480367495,0.5977999999999999
500,0.85,0.005,3,2550.4385881796743,0.5841999999999999
1000,0.85,0.005,3,2548.583000892787,0.5840199999999999
5000,0.85,0.005,3,2549.295069258008,0.5848359999999999
10000,0.85,0.005,3,2555.8938714303167,0.5848579999999999
100,0.85,0.005,4,2585.8542216271903,0.5977999999999999
500,0.85,0.005,4,2565.6513228240087,0.5841999999999999
1000,0.85,0.005,4,2563.7810389532815,0.5840199999999999
5000,0.85,0.005,4,2564.469040788948,0.5848359999999999
10000,0.85,0.005,4,2571.059776518669,0.5848579999999999
100,0.85,0.001,0,2601.180862631341,0.5977999999999999
500,0.85,0.001,0,2580.857002445848,0.5841999999999999
1000,0.85,0.001,0,2578.9722925127917,0.5840199999999999
5000,0.85,0.001,0,2579.657425664461,0.5848359999999999
10000,0.85,0.001,0,2586.2519006138327,0.5848579999999999
100,0.85,0.001,1,2616.5134494954787,0.5977999999999999
500,0.85,0.001,1,2596.070946886594,0.5841999999999999
1000,0.85,0.001,1,2594.173164268458,0.5840199999999999
5000,0.85,0.001,1,2594.843585928958,0.5848359999999999
10000,0.85,0.001,1,2601.4010026890082,0.5848579999999999
100,0.85,0.001,2,2631.7721192159097,0.5977999999999999
500,0.85,0.001,2,2611.2089208755788,0.5841999999999999
1000,0.85,0.001,2,2609.3034593265984,0.5840199999999999
5000,0.85,0.001,2,2609.9594249484135,0.5848359999999999
10000,0.85,0.001,2,2616.5309427983575,0.5848579999999999
100,0.85,0.001,3,2647.085019374639,0.5977999999999999
500,0.85,0.001,3,2626.3980351883993,0.5841999999999999
1000,0.85,0.001,3,2624.467526362606,0.5840199999999999
5000,0.85,0.001,3,2625.105978496279,0.5848359999999999
10000,0.85,0.001,3,2631.688314937941,0.5848579999999999
100,0.85,0.001,4,2662.4056408347114,0.5977999999999999
500,0.85,0.001,4,2641.5973064452646,0.5841999999999999
1000,0.85,0.001,4,2639.6526808527915,0.5840199999999999
5000,0.85,0.001,4,2640.285813324505,0.5848359999999999
10000,0.85,0.001,4,2646.8715872463113,0.5848579999999999
100,0.9,0.1,0,2677.7360170951088,0.5977999999999999
500,0.9,0.1,0,2656.804364321586,0.5841999999999999
1000,0.9,0.1,0,2654.844078143652,0.5840199999999999
5000,0.9,0.1,0,2655.4675826591383,0.5848359999999999
10000,0.9,0.1,0,2662.075096125455,0.5848579999999999
100,0.9,0.1,1,2693.1039224754704,0.5977999999999999
500,0.9,0.1,1,2672.082235512904,0.5841999999999999
1000,0.9,0.1,1,2670.1182306704122,0.5840199999999999
5000,0.9,0.1,1,2670.7165370959897,0.5848359999999999
10000,0.9,0.1,1,2677.3049507853966,0.5848579999999999
100,0.9,0.1,2,2708.45588213508,0.5977999999999999
500,0.9,0.1,2,2687.2792691645554,0.5841999999999999
1000,0.9,0.1,2,2685.2818894940024,0.5840199999999999
5000,0.9,0.1,2,2685.868989280733,0.5848359999999999
10000,0.9,0.1,2,2692.423255173919,0.5848579999999999
100,0.9,0.1,3,2723.71904349759,0.5977999999999999
500,0.9,0.1,3,2702.4223976722456,0.5841999999999999
1000,0.9,0.1,3,2700.4113417326766,0.5840199999999999
5000,0.9,0.1,3,2700.9866977923552,0.5848359999999999
10000,0.9,0.1,3,2707.5396355239222,0.5848579999999999
100,0.9,0.1,4,2738.9844157913813,0.5977999999999999
500,0.9,0.1,4,2717.5666448589936,0.5841999999999999
1000,0.9,0.1,4,2715.5412896012595,0.5840199999999999
5000,0.9,0.1,4,2716.1002346309383,0.5848359999999999
10000,0.9,0.1,4,2722.645453631933,0.5848579999999999
100,0.9,0.05,0,2754.232393763001,0.5977999999999999
500,0.9,0.05,0,2732.6948977470797,0.5841999999999999
1000,0.9,0.05,0,2730.655009568624,0.5840199999999999
5000,0.9,0.05,0,2731.203347323758,0.5848359999999999
10000,0.9,0.05,0,2737.7426275064927,0.5848579999999999
100,0.9,0.05,1,2769.4829103571697,0.5977999999999999
500,0.9,0.05,1,2747.8250574792332,0.5841999999999999
1000,0.9,0.05,1,2745.7720225237517,0.5840199999999999
5000,0.9,0.05,1,2746.312399081414,0.5848359999999999
10000,0.9,0.05,1,2752.859148791193,0.5848579999999999
100,0.9,0.05,2,2784.754651879649,0.5977999999999999
500,0.9,0.05,2,2762.9751447046697,0.5841999999999999
1000,0.9,0.05,2,2760.9025207546706,0.5840199999999999
5000,0.9,0.05,2,2761.426180224726,0.5848359999999999
10000,0.9,0.05,2,2767.9770683983734,0.5848579999999999
100,0.9,0.05,3,2800.0262449188485,0.5977999999999999
500,0.9,0.05,3,2778.1254712302584,0.5841999999999999
1000,0.9,0.05,3,2776.039043922136,0.5840199999999999
5000,0.9,0.05,3,2776.5496232605515,0.5848359999999999
10000,0.9,0.05,3,2783.095308519705,0.5848579999999999
100,0.9,0.05,4,2815.2925899684196,0.5977999999999999
500,0.9,0.05,4,2793.2708938223127,0.5841999999999999
1000,0.9,0.05,4,2791.169452461284,0.5840199999999999
5000,0.9,0.05,4,2791.6742280821463,0.5848359999999999
10000,0.9,0.05,4,2798.222565517737,0.5848579999999999
100,0.9,0.01,0,2830.5663226584807,0.5977999999999999
500,0.9,0.01,0,2808.42594139134,0.5841999999999999
1000,0.9,0.01,0,2806.3149536254564,0.5840199999999999
5000,0.9,0.01,0,2806.806765191862,0.5848359999999999
10000,0.9,0.01,0,2813.354623585883,0.5848579999999999
100,0.9,0.01,1,2845.8553125350813,0.5977999999999999
500,0.9,0.01,1,2823.595767172334,0.5841999999999999
1000,0.9,0.01,1,2821.4685723958314,0.5840199999999999
5000,0.9,0.01,1,2821.9479626597317,0.5848359999999999
10000,0.9,0.01,1,2828.4721838779374,0.5848579999999999
100,0.9,0.01,2,2861.10738705672,0.5977999999999999
500,0.9,0.01,2,2838.7258781789847,0.5841999999999999
1000,0.9,0.01,2,2836.5852803447046,0.5840199999999999
5000,0.9,0.01,2,2837.057770386512,0.5848359999999999
10000,0.9,0.01,2,2843.6045378222125,0.5848579999999999
100,0.9,0.01,3,2876.40028726006,0.5977999999999999
500,0.9,0.01,3,2853.8996516076904,0.5841999999999999
1000,0.9,0.01,3,2851.742595938384,0.5840199999999999
5000,0.9,0.01,3,2852.1998411279874,0.5848359999999999
10000,0.9,0.01,3,2858.745222954483,0.5848579999999999
100,0.9,0.01,4,2891.68918610632,0.5977999999999999
500,0.9,0.01,4,2869.065362825425,0.5841999999999999
1000,0.9,0.01,4,2866.8922922962047,0.5840199999999999
5000,0.9,0.01,4,2867.3387757313862,0.5848359999999999
10000,0.9,0.01,4,2873.8839089170838,0.5848579999999999
100,0.9,0.005,0,2906.9782818442895,0.5977999999999999
500,0.9,0.005,0,2884.234905455063,0.5841999999999999
1000,0.9,0.005,0,2882.0476519939575,0.5840199999999999
5000,0.9,0.005,0,2882.481600854955,0.5848359999999999
10000,0.9,0.005,0,2889.0238660621,0.5848579999999999
100,0.9,0.005,1,2922.2750999950895,0.5977999999999999
500,0.9,0.005,1,2899.409633654818,0.5841999999999999
1000,0.9,0.005,1,2897.2074444557875,0.5840199999999999
5000,0.9,0.005,1,2897.635500894782,0.5848359999999999
10000,0.9,0.005,1,2904.1885199850713,0.5848579999999999
100,0.9,0.005,2,2937.5957205221707,0.5977999999999999
500,0.9,0.005,2,2914.6085489003362,0.5841999999999999
1000,0.9,0.005,2,2912.3934144228783,0.5840199999999999
5000,0.9,0.005,2,2912.8144901984465,0.5848359999999999
10000,0.9,0.005,2,2919.3600390531383,0.5848579999999999
100,0.9,0.005,3,2952.903140712631,0.5977999999999999
500,0.9,0.005,3,2929.7954125784913,0.5841999999999999
1000,0.9,0.005,3,2927.5616183118696,0.5840199999999999
5000,0.9,0.005,3,2927.9555090297285,0.5848359999999999
10000,0.9,0.005,3,2934.4805621526302,0.5848579999999999
100,0.9,0.005,4,2968.17635755671,0.5977999999999999
500,0.9,0.005,4,2944.9480823246713,0.5841999999999999
1000,0.9,0.005,4,2942.7016672311775,0.5840199999999999
5000,0.9,0.005,4,2943.0885788216183,0.5848359999999999
10000,0.9,0.005,4,2949.6139879682823,0.5848579999999999
100,0.9,0.001,0,2983.460672892179,0.5977999999999999
500,0.9,0.001,0,2960.1136947462546,0.5841999999999999
1000,0.9,0.001,0,2957.8543660686655,0.5840199999999999
5000,0.9,0.001,0,2958.2324413906313,0.5848359999999999
10000,0.9,0.001,0,2964.7700431451003,0.5848579999999999
100,0.9,0.001,1,2998.783676035041,0.5977999999999999
500,0.9,0.001,1,2975.317017929271,0.5841999999999999
1000,0.9,0.001,1,2973.0451250302435,0.5840199999999999
5000,0.9,0.001,1,2973.420324266699,0.5848359999999999
10000,0.9,0.001,1,2979.9570480463335,0.5848579999999999
100,0.9,0.001,2,3014.102523222541,0.5977999999999999
500,0.9,0.001,2,2990.5117939144284,0.5841999999999999
1000,0.9,0.001,2,2988.2215432076146,0.5840199999999999
5000,0.9,0.001,2,2988.566871525193,0.5848359999999999
10000,0.9,0.001,2,2995.093651679739,0.5848579999999999
100,0.9,0.001,3,3029.395845658009,0.5977999999999999
500,0.9,0.001,3,3005.6841432277233,0.5841999999999999
1000,0.9,0.001,3,3003.3782426844436,0.5840199999999999
5000,0.9,0.001,3,3003.7209345135375,0.5848359999999999
10000,0.9,0.001,3,3010.249929333658,0.5848579999999999
100,0.9,0.001,4,3044.6976636692402,0.5977999999999999
500,0.9,0.001,4,3020.8653590475787,0.5841999999999999
1000,0.9,0.001,4,3018.544776149754,0.5840199999999999
5000,0.9,0.001,4,3018.8720970067197,0.5848359999999999
10000,0.9,0.001,4,3025.4048968404613,0.5848579999999999
100,0.95,0.1,0,3060.00568199339,0.5977999999999999
500,0.95,0.1,0,3036.0495403439295,0.5841999999999999
1000,0.95,0.1,0,3033.708106708673,0.5840199999999999
5000,0.95,0.1,0,3034.018958239967,0.5848359999999999
10000,0.95,0.1,0,3040.5341932376327,0.5848579999999999
100,0.95,0.1,1,3075.271477125099,0.5977999999999999
500,0.95,0.1,1,3051.194248946584,0.5841999999999999
1000,0.95,0.1,1,3048.8411744293344,0.5840199999999999
5000,0.95,0.1,1,3049.137819582741,0.5848359999999999
10000,0.95,0.1,1,3055.6519074066496,0.5848579999999999
100,0.95,0.1,2,3090.54143084173,0.5977999999999999
500,0.95,0.1,2,3066.343347431404,0.5841999999999999
1000,0.95,0.1,2,3063.9742623121742,0.5840199999999999
5000,0.95,0.1,2,3064.261090146125,0.5848359999999999
10000,0.95,0.1,2,3070.7873254141728,0.5848579999999999
100,0.95,0.1,3,3105.826855523881,0.5977999999999999
500,0.95,0.1,3,3081.5070539250178,0.5841999999999999
1000,0.95,0.1,3,3079.121607170738,0.5840199999999999
5000,0.95,0.1,3,3079.398247876006,0.5848359999999999
10000,0.95,0.1,3,3085.9155407994954,0.5848579999999999
100,0.95,0.1,4,3121.105165128881,0.5977999999999999
500,0.95,0.1,4,3096.664110493083,0.5841999999999999
1000,0.95,0.1,4,3094.266069649572,0.5840199999999999
5000,0.95,0.1,4,3094.5269258927806,0.5848359999999999
10000,0.95,0.1,4,3101.0160257131424,0.5848579999999999
100,0.95,0.05,0,3136.3336858804505,0.5977999999999999
500,0.95,0.05,0,3111.7729741225985,0.5841999999999999
1000,0.95,0.05,0,3109.35699348013,0.5840199999999999
5000,0.95,0.05,0,3109.6000729538855,0.5848359999999999
10000,0.95,0.05,0,3116.076229925,0.5848579999999999
100,0.95,0.05,1,3151.5330908592396,0.5977999999999999
500,0.95,0.05,1,3126.852664499491,0.5841999999999999
1000,0.95,0.05,1,3124.4215566789608,0.5840199999999999
5000,0.95,0.05,1,3124.64785796387,0.5848359999999999
10000,0.95,0.05,1,3131.13527752796,0.5848579999999999
100,0.95,0.05,2,3166.762494284689,0.5977999999999999
500,0.95,0.05,2,3141.9602389417246,0.5841999999999999
1000,0.95,0.05,2,3139.5115480762793,0.5840199999999999
5000,0.95,0.05,2,3139.7305590061956,0.5848359999999999
10000,0.95,0.05,2,3146.214740644384,0.5848579999999999
100,0.95,0.05,3,3181.9846772784394,0.5977999999999999
500,0.95,0.05,3,3157.062987244652,0.5841999999999999
1000,0.95,0.05,3,3154.6015848397956,0.5840199999999999
5000,0.95,0.05,3,3154.805954783057,0.5848359999999999
10000,0.95,0.05,3,3161.275782951609,0.5848579999999999
100,0.95,0.05,4,3197.184366065859,0.5977999999999999
500,0.95,0.05,4,3172.1411629741665,0.5841999999999999
1000,0.95,0.05,4,3169.6645634262436,0.5840199999999999
5000,0.95,0.05,4,3169.8536380602573,0.5848359999999999
10000,0.95,0.05,4,3176.3345367020447,0.5848579999999999
100,0.95,0.01,0,3212.4100460313603,0.5977999999999999
500,0.95,0.01,0,3187.2517735377724,0.5841999999999999
1000,0.95,0.01,0,3184.7647003898396,0.5840199999999999
5000,0.95,0.01,0,3184.9484744925376,0.5848359999999999
10000,0.95,0.01,0,3191.4252271574765,0.5848579999999999
100,0.95,0.01,1,3227.643524063451,0.5977999999999999
500,0.95,0.01,1,3202.364680963319,0.5841999999999999
1000,0.95,0.01,1,3199.8624667232257,0.5840199999999999
5000,0.95,0.01,1,3200.0399293372134,0.5848359999999999
10000,0.95,0.01,1,3206.530245972753,0.5848579999999999
100,0.95,0.01,2,3242.9055106558803,0.5977999999999999
500,0.95,0.01,2,3217.5044622979176,0.5841999999999999
1000,0.95,0.01,2,3214.9859586548077,0.5840199999999999
5000,0.95,0.01,2,3215.1506949793666,0.5848359999999999
10000,0.95,0.01,2,3221.622733597383,0.5848579999999999
100,0.95,0.01,3,3258.1349016183985,0.5977999999999999
500,0.95,0.01,3,3232.613856196181,0.5841999999999999
1000,0.95,0.01,3,3230.0810899612943,0.5840199999999999
5000,0.95,0.01,3,3230.227741177395,0.5848359999999999
10000,0.95,0.01,3,3236.7017101784154,0.5848579999999999
100,0.95,0.01,4,3273.3747746938293,0.5977999999999999
500,0.95,0.01,4,3247.7331445832583,0.5841999999999999
1000,0.95,0.01,4,3245.1869162194257,0.5840199999999999
5000,0.95,0.01,4,3245.32662579797,0.5848359999999999
10000,0.95,0.01,4,3251.7958366661733,0.5848579999999999
100,0.95,0.005,0,3288.6181660954608,0.5977999999999999
500,0.95,0.005,0,3262.857458808095,0.5841999999999999
1000,0.95,0.005,0,3260.29629282037,0.5840199999999999
5000,0.95,0.005,0,3260.421379278856,0.5848359999999999
10000,0.95,0.005,0,3266.8906014151376,0.5848579999999999
100,0.95,0.005,1,3303.8755367650797,0.5977999999999999
500,0.95,0.005,1,3277.996197095006,0.5841999999999999
1000,0.95,0.005,1,3275.4213882103018,0.5840199999999999
5000,0.95,0.005,1,3275.5750129261264,0.5848359999999999
10000,0.95,0.005,1,3282.169704149227,0.5848579999999999
100,0.95,0.005,2,3319.3091374171718,0.5977999999999999
500,0.95,0.005,2,3293.3057422053353,0.5841999999999999
1000,0.95,0.005,2,3290.7172259760305,0.5840199999999999
5000,0.95,0.005,2,3290.82471348557,0.5848359999999999
10000,0.95,0.005,2,3297.318642995415,0.5848579999999999
100,0.95,0.005,3,3334.5952673880097,0.5977999999999999
500,0.95,0.005,3,3308.4833566340044,0.5841999999999999
1000,0.95,0.005,3,3305.9587976679936,0.5840199999999999
5000,0.95,0.005,3,3306.072271995213,0.5848359999999999
10000,0.95,0.005,3,3312.572908015413,0.5848579999999999
100,0.95,0.005,4,3349.995540512639,0.5977999999999999
500,0.95,0.005,4,3323.750523089291,0.5841999999999999
1000,0.95,0.005,4,3321.1318395295743,0.5840199999999999
5000,0.95,0.005,4,3321.21390786859,0.5848359999999999
10000,0.95,0.005,4,3327.768151711414,0.5848579999999999
100,0.95,0.001,0,3365.402013767579,0.5977999999999999
500,0.95,0.001,0,3339.0394382214636,0.5841999999999999
1000,0.95,0.001,0,3336.4102644829186,0.5840199999999999
5000,0.95,0.001,0,3336.486662823735,0.5848359999999999
10000,0.95,0.001,0,3342.9673356500703,0.5848579999999999
100,0.95,0.001,1,3380.6931665809116,0.5977999999999999
500,0.95,0.001,1,3354.2115210788083,0.5841999999999999
1000,0.95,0.001,1,3351.5681045628357,0.5840199999999999
5000,0.95,0.001,1,3351.639283617766,0.5848359999999999
10000,0.95,0.001,1,3358.153849785196,0.5848579999999999
100,0.95,0.001,2,3396.0660230563185,0.5977999999999999
500,0.95,0.001,2,3369.459411933681,0.5841999999999999
1000,0.95,0.001,2,3366.7961408977667,0.5840199999999999
5000,0.95,0.001,2,3366.848272153406,0.5848359999999999
10000,0.95,0.001,2,3373.3281783851685,0.5848579999999999
100,0.95,0.001,3,3411.3440768583796,0.5977999999999999
500,0.95,0.001,3,3384.6157469960904,0.5841999999999999
1000,0.95,0.001,3,3381.9383605602907,0.5840199999999999
5000,0.95,0.001,3,3381.9741287817715,0.5848359999999999
10000,0.95,0.001,3,3388.443220945536,0.5848579999999999
100,0.95,0.001,4,3426.6246944338195,0.5977999999999999
500,0.95,0.001,4,3399.7766860809015,0.5841999999999999
1000,0.95,0.001,4,3397.086404214932,0.5840199999999999
5000,0.95,0.001,4,3397.10496784701,0.5848359999999999
10000,0.95,0.001,4,3403.56697972194,0.5848579999999999
100,0.99,0.1,0,3441.9020409147192,0.5977999999999999
500,0.99,0.1,0,3414.947515165247,0.5841999999999999
1000,0.99,0.1,0,3412.255761420546,0.5840199999999999
5000,0.99,0.1,0,3412.2768739917497,0.5848359999999999
10000,0.99,0.1,0,3418.751132739555,0.5848579999999999
100,0.99,0.1,1,3457.2484581525514,0.5977999999999999
500,0.99,0.1,1,3430.1722457121664,0.5841999999999999
1000,0.99,0.1,1,3427.464410185639,0.5840199999999999
5000,0.99,0.1,1,3427.4764655880817,0.5848359999999999
10000,0.99,0.1,1,3433.955312086525,0.5848579999999999
100,0.99,0.1,2,3472.5909516921924,0.5977999999999999
500,0.99,0.1,2,3445.392711718989,0.5841999999999999
1000,0.99,0.1,2,3442.668961226079,0.5840199999999999
5000,0.99,0.1,2,3442.670313984404,0.5848359999999999
10000,0.99,0.1,2,3449.163101660537,0.5848579999999999
100,0.99,0.1,3,3487.96991655509,0.5977999999999999
500,0.99,0.1,3,3460.6499749625978,0.5841999999999999
1000,0.99,0.1,3,3457.911187829975,0.5840199999999999
5000,0.99,0.1,3,3457.898102822043,0.5848359999999999
10000,0.99,0.1,3,3464.374530805353,0.5848579999999999
100,0.99,0.1,4,3503.3203422113597,0.5977999999999999
500,0.99,0.1,4,3475.879397091819,0.5841999999999999
1000,0.99,0.1,4,3473.1260541403576,0.5840199999999999
5000,0.99,0.1,4,3473.1055662187086,0.5848359999999999
10000,0.99,0.1,4,3479.57057279685,0.5848579999999999
100,0.99,0.05,0,3518.665388578869,0.5977999999999999
500,0.99,0.05,0,3491.1107411148982,0.5841999999999999
1000,0.99,0.05,0,3488.3484089530943,0.5840199999999999
5000,0.99,0.05,0,3488.3164197064275,0.5848359999999999
10000,0.99,0.05,0,3494.793413849369,0.5848579999999999
100,0.99,0.05,1,3534.0454930634082,0.5977999999999999
500,0.99,0.05,1,3506.3706487011764,0.5841999999999999
1000,0.99,0.05,1,3503.5960777127902,0.5840199999999999
5000,0.99,0.05,1,3503.5592884052353,0.5848359999999999
10000,0.99,0.05,1,3510.0626937872926,0.5848579999999999
100,0.99,0.05,2,3549.464363026289,0.5977999999999999
500,0.99,0.05,2,3521.6687959268975,0.5841999999999999
1000,0.99,0.05,2,3518.8797869852397,0.5840199999999999
5000,0.99,0.05,2,3518.827423851965,0.5848359999999999
10000,0.99,0.05,2,3525.303009212115,0.5848579999999999
100,0.99,0.05,3,3564.8593599559085,0.5977999999999999
500,0.99,0.05,3,3536.9423360935707,0.5841999999999999
1000,0.99,0.05,3,3534.1399365775787,0.5840199999999999
5000,0.99,0.05,3,3534.0762641233405,0.5848359999999999
10000,0.99,0.05,3,3540.538438055899,0.5848579999999999
100,0.99,0.05,4,3580.2383316988485,0.5977999999999999
500,0.99,0.05,4,3552.1979071363294,0.5841999999999999
1000,0.99,0.05,4,3549.3792281664255,0.5840199999999999
5000,0.99,0.05,4,3549.3038773455323,0.5848359999999999
10000,0.99,0.05,4,3555.7811274307915,0.5848579999999999
100,0.99,0.01,0,3595.664858940891,0.5977999999999999
500,0.99,0.01,0,3567.526055468321,0.5841999999999999
1000,0.99,0.01,0,3564.7151717578627,0.5840199999999999
5000,0.99,0.01,0,3564.651831891362,0.5848359999999999
10000,0.99,0.01,0,3571.156108762879,0.5848579999999999
100,0.99,0.01,1,3611.205272909239,0.5977999999999999
500,0.99,0.01,1,3582.944141066655,0.5841999999999999
1000,0.99,0.01,1,3580.118860471837,0.5840199999999999
5000,0.99,0.01,1,3580.0445866596265,0.5848359999999999
10000,0.99,0.01,1,3586.525178793998,0.5848579999999999
100,0.99,0.01,2,3626.698900706709,0.5977999999999999
500,0.99,0.01,2,3598.3133569460006,0.5841999999999999
1000,0.99,0.01,2,3595.4709898825117,0.5840199999999999
5000,0.99,0.01,2,3595.375784902216,0.5848359999999999
10000,0.99,0.01,2,3601.871280626815,0.5848579999999999
100,0.99,0.01,3,3642.2122694213813,0.5977999999999999
500,0.99,0.01,3,3613.705966480171,0.5841999999999999
1000,0.99,0.01,3,3610.85056279375,0.5840199999999999
5000,0.99,0.01,3,3610.7486464925096,0.5848359999999999
10000,0.99,0.01,3,3617.245999706707,0.5848579999999999
100,0.99,0.01,4,3657.749925859201,0.5977999999999999
500,0.99,0.01,4,3629.120389856249,0.5841999999999999
1000,0.99,0.01,4,3626.2508091294267,0.5840199999999999
5000,0.99,0.01,4,3626.145074244012,0.5848359999999999
10000,0.99,0.01,4,3632.6493408047736,0.5848579999999999
100,0.99,0.005,0,3673.3123577283886,0.5977999999999999
500,0.99,0.005,0,3644.569756868592,0.5841999999999999
1000,0.99,0.005,0,3641.693241611204,0.5840199999999999
5000,0.99,0.005,0,3641.5751986122914,0.5848359999999999
10000,0.99,0.005,0,3648.0619205033986,0.5848579999999999
100,0.99,0.005,1,3688.85734132427,0.5977999999999999
500,0.99,0.005,1,3659.9924525940014,0.5841999999999999
1000,0.99,0.005,1,3657.098491623884,0.5840199999999999
5000,0.99,0.005,1,3656.967085202962,0.5848359999999999
10000,0.99,0.005,1,3663.4592358210607,0.5848579999999999
100,0.99,0.005,2,3704.4171027255006,0.5977999999999999
500,0.99,0.005,2,3675.427634789832,0.5841999999999999
1000,0.99,0.005,2,3672.520880811004,0.5840199999999999
5000,0.99,0.005,2,3672.575547005728,0.5848359999999999
10000,0.99,0.005,2,3679.085600395883,0.5848579999999999
100,0.99,0.005,3,3720.2046849675894,0.5977999999999999
500,0.99,0.005,3,3691.092495163498,0.5841999999999999
1000,0.99,0.005,3,3688.170806847144,0.5840199999999999
5000,0.99,0.005,3,3688.0182882035533,0.5848359999999999
10000,0.99,0.005,3,3694.5054952697255,0.5848579999999999
100,0.99,0.005,4,3735.7649903475517,0.5977999999999999
500,0.99,0.005,4,3706.5271201118444,0.5841999999999999
1000,0.99,0.005,4,3703.589527889319,0.5840199999999999
5000,0.99,0.005,4,3703.4269232639767,0.5848359999999999
10000,0.99,0.005,4,3709.9289923035653,0.5848579999999999
100,0.99,0.001,0,3751.3798742125887,0.5977999999999999
500,0.99,0.001,0,3722.044166228575,0.5841999999999999
1000,0.99,0.001,0,3719.115646923849,0.5840199999999999
5000,0.99,0.001,0,3718.9562262484997,0.5848359999999999
10000,0.99,0.001,0,3725.460631614034,0.5848579999999999
100,0.99,0.001,1,3767.051752143829,0.5977999999999999
500,0.99,0.001,1,3737.5915556337586,0.5841999999999999
1000,0.99,0.001,1,3734.6483937947255,0.5840199999999999
5000,0.99,0.001,1,3734.482657422375,0.5848359999999999
10000,0.99,0.001,1,3740.997690433681,0.5848579999999999
100,0.99,0.001,2,3782.74790070636,0.5977999999999999
500,0.99,0.001,2,3753.163408623145,0.5841999999999999
1000,0.99,0.001,2,3750.205900499259,0.5840199999999999
5000,0.99,0.001,2,3750.0307887007953,0.5848359999999999
10000,0.99,0.001,2,3756.5409523449825,0.5848579999999999
100,0.99,0.001,3,3798.4375874196203,0.5977999999999999
500,0.99,0.001,3,3768.728378680068,0.5841999999999999
1000,0.99,0.001,3,3765.753580625749,0.5840199999999999
5000,0.99,0.001,3,3765.5633590771818,0.5848359999999999
10000,0.99,0.001,3,3772.086692944854,0.5848579999999999
100,0.99,0.001,4,3814.1530085988493,0.5977999999999999
500,0.99,0.001,4,3784.3195985534194,0.5841999999999999
1000,0.99,0.001,4,3781.33164118788,0.5840199999999999
5000,0.99,0.001,4,3781.127929458096,0.5848359999999999
10000,0.99,0.001,4,3787.639718394278,0.5848579999999999
